path,dataset,ref_raw,pred_raw,wer_raw,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
common_voice_uz_29620349.wav,common_voice,Oilalar parokandaligiga nosog'lom muhit ham sabab bo'lmoqda.,Oilalar parokandaligiga nosog'lom muhit ham sabab bo'lmoqda.,0.0,oilalar parokandaligiga nosog'lom muhit ham sabab bo'lmoqda,oilalar parokandaligiga nosog'lom muhit ham sabab bo'lmoqda,0.0,0.0,1.0,7,7
17408.wav,it,"Kim uni qadriyatlari qanaqa? Musulmonmi u? Nimani to'g'ri deb biladi? Kiyinishi, o'zini tutishi qanaqa? Nachitanniyimi, kitob o'qiydimi? Qanaqa, misol uchun, qiyin vaziyatlarda jahli chiqqanda o'zini qanaqa tutadi? Bolani yaxshi ko'radimi, o'zini farzandi bormi?","Kim? Uni qadriyatlari qanaqa? Musulmonmi u? Nimani to'g'ri deb biladi? Keyin o'zini tushish qanaqa? Necha aytdingmi? Kitob o'qiydimi? Qanaqa, misol uchun, qiyin vaziyatlarda jahl chiqqanda o'zini qanaqa tutadi? Bolani yaxshi ko'radimi? O'zini farzandi bormi?",0.303,kim uni qadriyatlari qanaqa musulmonmi u nimani to'g'ri deb biladi kiyinishi o'zini tutishi qanaqa nachitanniyimi kitob o'qiydimi qanaqa misol uchun qiyin vaziyatlarda jahli chiqqanda o'zini qanaqa tutadi bolani yaxshi ko'radimi o'zini farzandi bormi,kim uni qadriyatlari qanaqa musulmonmi u nimani to'g'ri deb biladi keyin o'zini tushish qanaqa necha aytdingmi kitob o'qiydimi qanaqa misol uchun qiyin vaziyatlarda jahl chiqqanda o'zini qanaqa tutadi bolani yaxshi ko'radimi o'zini farzandi bormi,0.1515,0.068,0.8387,33,34
388068.wav,uzbek_voice,Xitoyda zavod portlashi oqibatida 6 kishi halok bo'ldi.,Xitoyda zavod portlashi oqibatida 6 kishi halok bo'ldi.,0.0,xitoyda zavod portlashi oqibatida olti kishi halok bo'ldi,xitoyda zavod portlashi oqibatida olti kishi halok bo'ldi,0.0,0.0,1.0,8,8
43131.wav,uzbek_voice,AQSHdagi boshlang'ich maktab qorovulining iqtidori,AQSHdagi boshlang'ich maktab qorovulining iqtidori,0.0,aqshdagi boshlang'ich maktab qorovulining iqtidori,aqshdagi boshlang'ich maktab qorovulining iqtidori,0.0,0.0,1.0,5,5
common_voice_uz_28891514.wav,common_voice,Ya'ni demokratiya farovonlikka erishish uchun vosita deb qabul qilinishi kerak emas.,"Ya'ni, demokratiya farovonlikka erishish uchun vositadep qabul qilinishi kerak emas.",0.2727,ya'ni demokratiya farovonlikka erishish uchun vosita deb qabul qilinishi kerak emas,ya'ni demokratiya farovonlikka erishish uchun vositadep qabul qilinishi kerak emas,0.1818,0.0241,0.9818,11,10
394275.wav,uzbek_voice,Qashqadaryoda yana ikkita tuman paxta topshirish rejasini bajardi.,Qashqadaryoda yana ikkita tuman paxta topshirish rejasini bajardi.,0.0,qashqadaryoda yana ikkita tuman paxta topshirish rejasini bajardi,qashqadaryoda yana ikkita tuman paxta topshirish rejasini bajardi,0.0,0.0,1.0,8,8
343538.wav,uzbek_voice,Biroq yillar o'tgan sari uning ahamiyati tushib ketdi.,Biroq yillar o'tgan sari uning ahamiyati tushib ketdi.,0.0,biroq yillar o'tgan sari uning ahamiyati tushib ketdi,biroq yillar o'tgan sari uning ahamiyati tushib ketdi,0.0,0.0,1.0,8,8
294355.wav,uzbek_voice,Shavkat Mirziyoyev Vengriya delegatsiyasini qabul qildi.,Shavkat Mirziyoyev Vengriya delegatsiyasini qabul qildi.,0.0,shavkat mirziyoyev vengriya delegatsiyasini qabul qildi,shavkat mirziyoyev vengriya delegatsiyasini qabul qildi,0.0,0.0,1.0,6,6
389549.wav,uzbek_voice,Germaniya prezidenti Urganch davlat universiteti rektoriga tashakkurnoma yo'lladi.,Germaniya prezidenti Urganch davlat universiteti rektoriga tashakkurnoma yo'lladi.,0.0,germaniya prezidenti urganch davlat universiteti rektoriga tashakkurnoma yo'lladi,germaniya prezidenti urganch davlat universiteti rektoriga tashakkurnoma yo'lladi,0.0,0.0,1.0,8,8
170181.wav,uzbek_voice,Kokorin ham tanaffusdan avval yaxshi formaga chiqqandi.,Ko'koring ham tanaffusdan avval yaxshi formaga chiqqandi.,0.1429,kokorin ham tanaffusdan avval yaxshi formaga chiqqandi,ko'koring ham tanaffusdan avval yaxshi formaga chiqqandi,0.1429,0.037,0.9818,7,7
184049.wav,uzbek_voice,Shundan so'ng chaqaloqni operatsiya qilishga qaror qilingan.,Shundan so'ng chaqaloqni operatsiya qilishga qaror qilingan.,0.0,shundan so'ng chaqaloqni operatsiya qilishga qaror qilingan,shundan so'ng chaqaloqni operatsiya qilishga qaror qilingan,0.0,0.0,1.0,7,7
19219.wav,it,"Mana eski holatiga qaytarib qo'yaman va buni saqlab, veb brauzerga o'tib qayta yuklaydigan bo'lsam, mana bizlarda o'zgarish bo'lmadi. Boyagi natijani yana qaytib oldik. Endi ikkinchi qoida bu otstup qoidasi edi. Otstup nima? Mana sizlar HTML","Mana eski holatiga qaytarib qo'yaman va buni saqlab vebrouzerga o'tib qayta yuklaydigan bo'lsam, mana bizlarda o'zgarish bo'lmadi. Boyagi natijani yana qaytib oldik. Endi ikkinchi qoida bu otstub qoidasida edi. Otstub nima? Mana sizlar HTML",0.1714,mana eski holatiga qaytarib qo'yaman va buni saqlab veb brauzerga o'tib qayta yuklaydigan bo'lsam mana bizlarda o'zgarish bo'lmadi boyagi natijani yana qaytib oldik endi ikkinchi qoida bu otstup qoidasi edi otstup nima mana sizlar html,mana eski holatiga qaytarib qo'yaman va buni saqlab vebrouzerga o'tib qayta yuklaydigan bo'lsam mana bizlarda o'zgarish bo'lmadi boyagi natijani yana qaytib oldik endi ikkinchi qoida bu otstub qoidasida edi otstub nima mana sizlar html,0.1429,0.0298,0.8043,35,34
340567.wav,uzbek_voice,Pokiston aholisi bir paytlar hozirgidan ancha ko'p edi.,Pokiston aholisi bir paytlar hozirgidan ancha ko'p edi.,0.0,pokiston aholisi bir paytlar hozirgidan ancha ko'p edi,pokiston aholisi bir paytlar hozirgidan ancha ko'p edi,0.0,0.0,1.0,8,8
245860.wav,uzbek_voice,Ism-familiyalar alifbo tartibida keltirildi.,Ism-familiyalar alifbo tartibida keltirildi.,0.0,ism-familiyalar alifbo tartibida keltirildi,ism-familiyalar alifbo tartibida keltirildi,0.0,0.0,1.0,4,4
00003759.wav,news,"anaqa qilardilar. Oyimlar ham ko'p kitoblar olib berganlar. Endi o'sha Angliyada o'sha qiziqtirgan. Anaqalar, angliskiy klassikalar. Til o'rgandingiz, bordingiz Orbistdagi mutaxassislarga tarjimonlik qildingiz va ularga yoqdingiz, sizga bir yo'l ko'rsatishdi.","anaqalardilar, oyimlar ham ko'p kitoblar olib berganlar. Endi o'sha Angliyagida o'sha qiziqtirgan anaqalar, inglizga klassikalar. Til o'rgandingiz, bordingiz Orbisdagi mutaxassislarga tarjim olib qildingiz va ularga yoqdingiz, sizga bir yo'l ko'rsatishdi.",0.3333,anaqa qilardilar oyimlar ham ko'p kitoblar olib berganlar endi o'sha angliyada o'sha qiziqtirgan anaqalar angliskiy klassikalar til o'rgandingiz bordingiz orbistdagi mutaxassislarga tarjimonlik qildingiz va ularga yoqdingiz sizga bir yo'l ko'rsatishdi,anaqalardilar oyimlar ham ko'p kitoblar olib berganlar endi o'sha angliyagida o'sha qiziqtirgan anaqalar inglizga klassikalar til o'rgandingiz bordingiz orbisdagi mutaxassislarga tarjim olib qildingiz va ularga yoqdingiz sizga bir yo'l ko'rsatishdi,0.2333,0.0558,0.6333,30,30
common_voice_uz_28908783.wav,common_voice,"Kelganida na zanjir bor edi, na qafas.","Kelganida na zanjir bor edi, na qafas.",0.0,kelganida na zanjir bor edi na qafas,kelganida na zanjir bor edi na qafas,0.0,0.0,1.0,7,7
732736.wav,uzbek_voice,Rossiyaga qarshi sanksiyalar kiritilishi bilan tahdid qildi.,Rossiyaga qarshi sanksiyalar kiritilishi bilan tahdid qildi.,0.0,rossiyaga qarshi sanksiyalar kiritilishi bilan tahdid qildi,rossiyaga qarshi sanksiyalar kiritilishi bilan tahdid qildi,0.0,0.0,1.0,7,7
common_voice_uz_28893570.wav,common_voice,Miyalar ishlay boshlayapti.,miyalar ishlay boshlayapti.,0.3333,miyalar ishlay boshlayapti,miyalar ishlay boshlayapti,0.0,0.0,1.0,3,3
common_voice_uz_28887566.wav,common_voice,"Masalan, quyidagi rasm kitobda albatta joy topadi.","Nasalan, quyidagi rasm kitobda albatta joy topadi.",0.1429,masalan quyidagi rasm kitobda albatta joy topadi,nasalan quyidagi rasm kitobda albatta joy topadi,0.1429,0.0208,0.9792,7,7
669240.wav,uzbek_voice,Samarqand viloyatining Kattaqo'rg'on tumanida qimorxona faoliyatiga chek qo'yildi.,Samarqand viloyatining Kattaqo'rg'on tumanida qimorxona faoliyatiga chek qo'yildi.,0.0,samarqand viloyatining kattaqo'rg'on tumanida qimorxona faoliyatiga chek qo'yildi,samarqand viloyatining kattaqo'rg'on tumanida qimorxona faoliyatiga chek qo'yildi,0.0,0.0,1.0,8,8
508469.wav,uzbek_voice,Zaharlanganlarning barchasi shifoxonaga yotqizilgan.,Zaharlanganlarning barchasi shifoxonaga yotqizilgan.,0.0,zaharlanganlarning barchasi shifoxonaga yotqizilgan,zaharlanganlarning barchasi shifoxonaga yotqizilgan,0.0,0.0,1.0,4,4
common_voice_uz_28912092.wav,common_voice,Ko'p qismi orollardan iborat.,ko'p qismi orollardan iborat,0.5,ko'p qismi orollardan iborat,ko'p qismi orollardan iborat,0.0,0.0,1.0,4,4
347957.wav,uzbek_voice,Avstraliya bo'ylab kema burnida sayohat qilayotgan dangasa tyulen.,Avstraliya bo'ylab kema burnida sayohat qilayotgan dangasa Tyulen.,0.125,avstraliya bo'ylab kema burnida sayohat qilayotgan dangasa tyulen,avstraliya bo'ylab kema burnida sayohat qilayotgan dangasa tyulen,0.0,0.0,1.0,8,8
common_voice_uz_29337714.wav,common_voice,Endi holatimiz tuzalishi uchun tegishli xulosalarni chiqarishimiz.,Endi holatimiz tuzalishi uchun tegishli xulosalarni chiqarishimiz.,0.0,endi holatimiz tuzalishi uchun tegishli xulosalarni chiqarishimiz,endi holatimiz tuzalishi uchun tegishli xulosalarni chiqarishimiz,0.0,0.0,1.0,7,7
13369.wav,it,"Qayta-qayta so'raladigan savol, matematika qanchalik kerak? Matematika dasturlashda bevosita siz hech kim matematika anaqalardan foydalanish talab qilinmaydi, lekin matematika yaxshi bilgan odam mantiqiy fikrlashda, logikasi kuchli bo'ladi. Shu narsalardan","Qayta-qayta so'riladigan savol, matematika qanchalik kerak? Matematika dasturlashda bevosita hech kim matematika unaqa foydalanish talab qilinmaydi, lekin matematika yaxshi bilgan odam mantiqiy fikrlashda logikasi kuchli bo'ladi shu narsalardan.",0.2414,qayta-qayta so'raladigan savol matematika qanchalik kerak matematika dasturlashda bevosita siz hech kim matematika anaqalardan foydalanish talab qilinmaydi lekin matematika yaxshi bilgan odam mantiqiy fikrlashda logikasi kuchli bo'ladi shu narsalardan,qayta-qayta so'riladigan savol matematika qanchalik kerak matematika dasturlashda bevosita hech kim matematika unaqa foydalanish talab qilinmaydi lekin matematika yaxshi bilgan odam mantiqiy fikrlashda logikasi kuchli bo'ladi shu narsalardan,0.1034,0.0478,0.9553,29,28
common_voice_uz_28889426.wav,common_voice,"Fikrimcha, bu e'tirofga ularning har biri loyiq va bu sovrin hammaniki.","Fikrimcha, bu e'tirofga ularning har biri loyiq va bu sovrin hammaniki.",0.0,fikrimcha bu e'tirofga ularning har biri loyiq va bu sovrin hammaniki,fikrimcha bu e'tirofga ularning har biri loyiq va bu sovrin hammaniki,0.0,0.0,1.0,11,11
462353.wav,uzbek_voice,"Germaniyalik sayyoh: ""Nukusdagi kunlarimni qora uyda yashab o'tkazgan bo'lardim"".",Germaniyalik sayyoh Nukusdagi kunlarimni qora uyda yashab o'tkazgan bo'lardim.,0.3333,germaniyalik sayyoh nukusdagi kunlarimni qora uyda yashab o'tkazgan bo'lardim,germaniyalik sayyoh nukusdagi kunlarimni qora uyda yashab o'tkazgan bo'lardim,0.0,0.0,1.0,9,9
common_voice_uz_29433569.wav,common_voice,Hamma shuncha yig'ilishlardan keyin men virus tashuvchisiga aylanishimdan qo'rqaman.,Hamma shuncha yig'ilishlardan keyin men virus tashuvchisiga aylanishimdan qo'rqaman.,0.0,hamma shuncha yig'ilishlardan keyin men virus tashuvchisiga aylanishimdan qo'rqaman,hamma shuncha yig'ilishlardan keyin men virus tashuvchisiga aylanishimdan qo'rqaman,0.0,0.0,1.0,9,9
common_voice_uz_29516969.wav,common_voice,"Limon tarkibidagi kaliy miyani, asab tizimlarini oziqlantiradi.","Limon tarkibidagi kaliy miyani, asad tizimlarini oziqlantiradi.",0.1429,limon tarkibidagi kaliy miyani asab tizimlarini oziqlantiradi,limon tarkibidagi kaliy miyani asad tizimlarini oziqlantiradi,0.1429,0.0164,0.9836,7,7
360968.wav,uzbek_voice,Farg'onadagi savdo komplekslarida budjetdan yashirilgan mablag'lar qayta undirildi.,Farg'onadagi savdo komplekslarida budjetdan yashirilgan mablag'lar qayta undirildi.,0.0,farg'onadagi savdo komplekslarida budjetdan yashirilgan mablag'lar qayta undirildi,farg'onadagi savdo komplekslarida budjetdan yashirilgan mablag'lar qayta undirildi,0.0,0.0,1.0,8,8
336898.wav,uzbek_voice,Apple rahbari Nike'da yetakchi mustaqil direktor lavozimini egalladi.,Apple rahbari Nike'da yetakchi mustaqil direktor lavozimini egalladi.,0.0,apple rahbari nike'da yetakchi mustaqil direktor lavozimini egalladi,apple rahbari nike'da yetakchi mustaqil direktor lavozimini egalladi,0.0,0.0,1.0,8,8
172015.wav,uzbek_voice,Hech qanday ikkilanishlarsiz uning taklifini qabul qildim.,Hech qanday ikkilanishlarsiz uning taklifini qabul qildim.,0.0,hech qanday ikkilanishlarsiz uning taklifini qabul qildim,hech qanday ikkilanishlarsiz uning taklifini qabul qildim,0.0,0.0,1.0,7,7
10314.wav,it,"Umar Habibidan savol kelibdi yana. Demak, faqat performance jihatdan bo'ladigan","Umar xonasi xavfliydan savol kelibdi yana. Demak, faqat perforimiz jihatdan bo'ladigan",0.3,umar habibidan savol kelibdi yana demak faqat performance jihatdan bo'ladigan,umar xonasi xavfliydan savol kelibdi yana demak faqat perforimiz jihatdan bo'ladigan,0.3,0.2078,0.8696,10,11
common_voice_uz_29476935.wav,common_voice,Millionlab odamlar tomosha qilmoqda.,Millionlab odamlar tomosha qilmoqda.,0.0,millionlab odamlar tomosha qilmoqda,millionlab odamlar tomosha qilmoqda,0.0,0.0,1.0,4,4
460679.wav,uzbek_voice,Ammo eski kiyim sotuvchilar uchun joy masalasi muammo bo'lmoqda.,Ammo eski kiyim sotuvchilar uchun joy masalasi muammo bo'lmoqda.,0.0,ammo eski kiyim sotuvchilar uchun joy masalasi muammo bo'lmoqda,ammo eski kiyim sotuvchilar uchun joy masalasi muammo bo'lmoqda,0.0,0.0,1.0,9,9
413152.wav,uzbek_voice,Bunda kim bilandir gaplashishi va yordam so'rashdan qo'rqmasligi kerak.,Bunda kim bilandir gaplashishi va yordam so'rashdan qo'rqmasligi kerak.,0.0,bunda kim bilandir gaplashishi va yordam so'rashdan qo'rqmasligi kerak,bunda kim bilandir gaplashishi va yordam so'rashdan qo'rqmasligi kerak,0.0,0.0,1.0,9,9
common_voice_uz_29348294.wav,common_voice,yoki burunning ichidan olmos chiqish ehtimoli bormi?,yoki burunning ichidan olmas chiqish ehtimoli bormi?,0.1429,yoki burunning ichidan olmos chiqish ehtimoli bormi,yoki burunning ichidan olmas chiqish ehtimoli bormi,0.1429,0.0196,0.9804,7,7
common_voice_uz_29220553.wav,common_voice,Farzandlarimiz kelajagiga befarq bo'lmaylik. Ular tahsil olayotgan maktablarni birgalikda obod qilaylik.,Farzandlarimiz kelajagiga befarq bo'lmaylik. Ular tahsil olayotgan maktablarni birgalikda obod qilaylik.,0.0,farzandlarimiz kelajagiga befarq bo'lmaylik ular tahsil olayotgan maktablarni birgalikda obod qilaylik,farzandlarimiz kelajagiga befarq bo'lmaylik ular tahsil olayotgan maktablarni birgalikda obod qilaylik,0.0,0.0,1.0,11,11
103393.wav,uzbek_voice,Otam bolaligimdan Messining muxlisi bo'lganimni bilardi.,Otam bolaligimdan Messining muxlisi bo'lganimni bilardi.,0.0,otam bolaligimdan messining muxlisi bo'lganimni bilardi,otam bolaligimdan messining muxlisi bo'lganimni bilardi,0.0,0.0,1.0,6,6
387141.wav,uzbek_voice,3-komponent: yo'l transport hodisalari registrini yaratish.,Uchinchi komponent – yo'l transport hodisalari registrini yaratish.,0.5,uchinchi komponent yo'l transport hodisalari registrini yaratish,uchinchi komponent yo'l transport hodisalari registrini yaratish,0.0,0.0,1.0,7,7
common_voice_uz_28892108.wav,common_voice,Arablar Movarounnahrni necha yil mobaynida bosib olgan?,Arablar maorani xirinanicha yil mobaynida bosib olgan.,0.4286,arablar movarounnahrni necha yil mobaynida bosib olgan,arablar maorani xirinanicha yil mobaynida bosib olgan,0.2857,0.2407,0.8224,7,7
450182.wav,uzbek_voice,Boshqa mevalar tarkibida bu moddalar nisbatan kam miqdorda uchraydi.,Boshqa mevalar tarkibida bu moddalar nisbatan kam miqdorda uchraydi.,0.0,boshqa mevalar tarkibida bu moddalar nisbatan kam miqdorda uchraydi,boshqa mevalar tarkibida bu moddalar nisbatan kam miqdorda uchraydi,0.0,0.0,1.0,9,9
181558.wav,uzbek_voice,Nashr kuzatuv kameralaridan olingan videoyozuvni taqdim etdi.,Nashr kuzatuv kameralaridan olingan videoyozuvni taqdim etdi.,0.0,nashr kuzatuv kameralaridan olingan videoyozuvni taqdim etdi,nashr kuzatuv kameralaridan olingan videoyozuvni taqdim etdi,0.0,0.0,1.0,7,7
842799.wav,uzbek_voice,Eng yaxshi vino ham mast qiladi.,Eng yaxshi bino ham mast qiladi.,0.1667,eng yaxshi vino ham mast qiladi,eng yaxshi bino ham mast qiladi,0.1667,0.0323,0.9677,6,6
860479.wav,uzbek_voice,50 045,50 045,0.0,ellik ming qirq besh,ellik ming qirq besh,0.0,0.0,1.0,4,4
337034.wav,uzbek_voice,Samarqand va Buxoro shaharlariga kirish va chiqish to'xtatildi.,Samarqand va Buxoro shaharlariga kirish va chiqish to'xtatildi.,0.0,samarqand va buxoro shaharlariga kirish va chiqish to'xtatildi,samarqand va buxoro shaharlariga kirish va chiqish to'xtatildi,0.0,0.0,1.0,8,8
common_voice_uz_28891017.wav,common_voice,Ta'mirlash uchun kelgan elektriklar uni topib olib qutqarishibdi.,Ta'mirlash uchun kiygan elektriklar uni topib olib kutgarshibdi.,0.25,ta'mirlash uchun kelgan elektriklar uni topib olib qutqarishibdi,ta'mirlash uchun kiygan elektriklar uni topib olib kutgarshibdi,0.25,0.0781,0.9291,8,8
common_voice_uz_29432830.wav,common_voice,"Ma'lumki, hur insongina o'zini ko'p narsalarga mas'ul deb biladi.","Ma'lumki, qur insongina o'zini ko'p narsalarga mavsum deb biladi.",0.2222,ma'lumki hur insongina o'zini ko'p narsalarga mas'ul deb biladi,ma'lumki qur insongina o'zini ko'p narsalarga mavsum deb biladi,0.2222,0.0635,0.9524,9,9
391078.wav,uzbek_voice,Tailandda qulab tushgan qiruvchi samolyotning uchuvchisi halok bo'ldi.,Tailandda qulab tushgan qiruvchi samolyoning uchuvchisi halok bo'ldi.,0.125,tailandda qulab tushgan qiruvchi samolyotning uchuvchisi halok bo'ldi,tailandda qulab tushgan qiruvchi samolyoning uchuvchisi halok bo'ldi,0.125,0.0145,0.9927,8,8
183343.wav,uzbek_voice,Bu kunlik o'lim holatlari bo'yicha yangi antirekord.,Bu kunlik o'lim holatlari bo'yicha yangi antirekord.,0.0,bu kunlik o'lim holatlari bo'yicha yangi antirekord,bu kunlik o'lim holatlari bo'yicha yangi antirekord,0.0,0.0,1.0,7,7
94471.wav,uzbek_voice,Missioner sifatida turli davlatlarga sayohat qildi.,Missioner sifatida turli davlatlarga sayohat qildi.,0.0,missioner sifatida turli davlatlarga sayohat qildi,missioner sifatida turli davlatlarga sayohat qildi,0.0,0.0,1.0,6,6
common_voice_uz_29252492.wav,common_voice,Buni haqiqiy inson desa bo'ladi.,Buni haqiqiy inson desa bo'ladi.,0.0,buni haqiqiy inson desa bo'ladi,buni haqiqiy inson desa bo'ladi,0.0,0.0,1.0,5,5
186964.wav,uzbek_voice,Nurbek Safarov esa ayni damda koma holatida.,Nurbek Safarov esa ayni damda qo'ma holatida.,0.1429,nurbek safarov esa ayni damda koma holatida,nurbek safarov esa ayni damda qo'ma holatida,0.1429,0.0465,0.9655,7,7
479033.wav,uzbek_voice,Bizga esa imkoniyat berildi va bundan foydalanishga qaror qildik.,Bizga esa imkoniyat berildi va bundan foydalanishga qaror qildik.,0.0,bizga esa imkoniyat berildi va bundan foydalanishga qaror qildik,bizga esa imkoniyat berildi va bundan foydalanishga qaror qildik,0.0,0.0,1.0,9,9
170965.wav,uzbek_voice,Uning yonida qarindoshlari va tibbiyot xodimlari bo'lmagan.,Uning yonida qarindoshlari va tibbiyot xodimlari bo'lmagan.,0.0,uning yonida qarindoshlari va tibbiyot xodimlari bo'lmagan,uning yonida qarindoshlari va tibbiyot xodimlari bo'lmagan,0.0,0.0,1.0,7,7
common_voice_uz_28920701.wav,common_voice,Bu yerda taomlanish bilan birga tafakkur olamingizni ham boyitish uchun imkoniyat mavjud.,Bu yerda taomlanish bilan birga tafakkur olamingizni ham boyitish uchun imkoniyat mavjud.,0.0,bu yerda taomlanish bilan birga tafakkur olamingizni ham boyitish uchun imkoniyat mavjud,bu yerda taomlanish bilan birga tafakkur olamingizni ham boyitish uchun imkoniyat mavjud,0.0,0.0,1.0,12,12
77270.wav,uzbek_voice,Shunchaki statistika keltirish bilan cheklansak yetarli.,"Shunchaki statistika keltirish bilan cheklansak, yetarli.",0.1667,shunchaki statistika keltirish bilan cheklansak yetarli,shunchaki statistika keltirish bilan cheklansak yetarli,0.0,0.0,1.0,6,6
679981.wav,uzbek_voice,Ikkinchi bo'limda rossiyaliklar ustozi zaxira futbolchilarini maydonga tushirdi.,Ikkinchi bo'limda rossiyaliklar ustozi zaxira futbolchilarini maydonga tushirdi.,0.0,ikkinchi bo'limda rossiyaliklar ustozi zaxira futbolchilarini maydonga tushirdi,ikkinchi bo'limda rossiyaliklar ustozi zaxira futbolchilarini maydonga tushirdi,0.0,0.0,1.0,8,8
343656.wav,uzbek_voice,Unda Fransiyada yashovchi kapitan Rudnevning nabirasi ham qatnashdi.,Unda Fransiyada yashovchi kapitan Rudnevning nabirasi ham qatnashdi.,0.0,unda fransiyada yashovchi kapitan rudnevning nabirasi ham qatnashdi,unda fransiyada yashovchi kapitan rudnevning nabirasi ham qatnashdi,0.0,0.0,1.0,8,8
